cn1914-09-30.txt,"[""To the Editors of The Typyn O'Bob:"", 'To the Editors:', 'To the Editors:']","

Interesting and authentic college news
every week! That is what is within our
reach now that Bryn Mawr is to publish
a weekly. It ought to bea very special
boon to us, as alumnee, thus to be able to
keep in touch with Bryn Mawr’s daily
happenings; for, after all, it’s the con-
tinuity of detailed information that keeps
up our interest in things.

Can Bryn Mawr support a weekly news -
sheet with the “Typ” and “Lantern”? we
hear alumne and undergraduates ask. But
instead of asking’ let’s do it. As alumne
surely we can do our share and that a large
one. We can encourage the board by ex-
pressions of our approval; we can stimu-
late the board to greater effort. by our ex-
pressions of disapproval, ‘and we can all
subscribe,

Yours sincerely,

AN ALUMNA.

To the Editors:

The impression has gone abroad that
class government is becoming less and
less democratic, which means __ that
classes are getting further and further



| ber

away from the fundamental principle of
|Bryn Mawr College. In the matter of
iclass government, it has occurred to us
\that the following plan, if carried out in

| spirit rather than in letter, might solve

‘the difficulty. At the expiration of the

| six. weeks’ term of the temporary offi-
|cers a president shall be elected by the
| class.

At the same time each hall shall
lelect a representative. These represen-

tatives, together with the president, shall
| constitute the Board of Directors of the

class and shall choose from their num-
the other officers. Matters of im-
portance shall be discussed by the Board
and submitted to each hall by the hall
representative before being given to the
vhole class for decision. The hall rep-
resentative must realize that—she—m-ry
never act as an individual, but as a rep-
resentative of her hall. In carrying out
the full spirit of such a plan it would
logically come about that each member
of the class would have’ an opportunity
to share in the work of the class. It
might be a good plan in the larger un-
dertakings, such as a class play, for the
Board of Directors to apportion the work
to the different halls as nearly evenly as
possible, giving each hall its own definite
responsibility. The bond that will hod
a member most closely to her class is the
realization that she is an integral part of
its life and this realization will.come only
through having shared in the varied ac-
tivities of her class.

(Signed) LEONE ROBINSON, ’09.
MARY EARLY HOLLIDAY, ’09. ~

Dear Editors:

Often I find it difficult to answer cor-
rectly questions about Bryn Mawr Col-
lege. Will it be possible to obtain accurate
information through the medium of your
paper? If so, will vou kindly tell me what
vear President Wilson- was professor at
Bryn Mawr and where he lived?

Inclosed please find a check for one



subscription for the coming year.
se Wishing you all success,
i a A SUBSCRIBER.


THE COLLEGE NEWS"
,,
cn1914-10-08.txt,,
,,
cn1914-10-15.txt,['To the Editors:'],"
For years at Bryn Mawr we have been .
getting into a rut. Day after ‘day we have
been driven by routine over the tradi-
/tional path to knowledge. The path has
|}been worn into a rut; the rut worn
deeper and deeper until, before we real-
ized—it;-the-sides--elosed—in_and- shut the
world out. No longer able to gaze upon
the outside world, we looked constantly
down the narrow path. Our point of view
was completely changed. We lost sight
of the vital things in looking constantly
upon the scholastic things. We were
helpless to climb out of the rut by our-
selves. Some of us did not even want
to get out. But at last from the “new
organ” we hear the note of live interest
in the outside world, of free thought. It
rouses us; it stimulates us; we hope it
may ever give us a lift out of the rut."
,,
cn1914-10-22.txt,"['To the Editor of “The College News”: .', 'To the Editors:', 'To the Editors:']","

Do you realize the results of the first
orals? In French, only four people passed
who have not had preparations beyond
entrance requirements. Of the 87 who
passed, 21 had had .a major language
(you see major Latin helps nearly as
much as minor French), six had studied
abroad and the other six had had as much
as minor French, That makes 54 per
cent failures or 10 per cent more than
have ever occurred since records have
been kept, i. e., since 1904. In German,
we came through a little better, though
49 per cent failed and only 40 per cent
had not had some preparation beyond en-

MARY: G, BRANSON, '16,"
,,
cn1914-10-29.txt,['To the Editors:'],"

The speaker at Vespers last Sunday |
said that it was not good for one to wish
to do a thing which one could not do. |
This seems to me a piece of advice which
a physician might give to a nervous, ®x-|

‘citable person, who had more enthusiasm |

than strength; it does not seem suitable,
however, for a group of young people who |
have in them the ability to accomplish:
almost anything, if only they feel they |
wish to do it. The speaker urged her

“| listeners not to make resolutions when |
under the stress of emotion or sudden |
| enthusiasm, but rather to think over their |
‘abilities and limitations before making.

/promises. I think that any leader in any
| kind of work can point to his first mo-
/ment of inspiration when he made a sud-
den resolve to accomplish his new _ pur-
pose, though the world should stand in
his way. If we should wait for calm con-
| sideration before we make any decision, I
fear that we would more often be called
'“slothful” than “zealous.”

A MemMBER OF THE CHRISTIAN ASSOCIATION.

Dear Editors: The announcement of a

/ cut rule comes as a surprise to many of

the Alumne. \I do not think that I am in.
|a position to say, whether or not. this rule

‘has become necessary in maintaining the)
‘academic Standards of thé College.

It

|may be that the cuts taken by the ma-

jority of Stud¢gnts have become so numer-

ous that-some-such-rule_is now a_neces- |
sity. Nor can I judge whether or not the |

rule is a strict one. I can only remember

the college for women which holds the that the absence of a cut rule has always

highest rank, the answer will come UN-| heen one of the distinguishing marks of |
Look at the the College—something that we could,
statistics of entering Freshmen and seé€/ mention with modest pride to the Alum-|
how many students have chosen Bryn | nz of other colleges when they spoke of |

hesitatingly, Bryn Mawr.

Mawr because it is the hardest tollege| our high academic standards. I cannot)
to enter, because jit stands first. There | recall that as undergraduates anyone ever
have been idlers among us, of course, but | mentioned to us a numerical standard of
they have been the very small minority.| cuts. It never occurred to most of us to
The great majority of Bryn Mawr under-| wonder whether eight or fifteen or thirty
graduates feel thgt it is not too much to) cuts would be considered too. many by

make the plea that they are of the same the faculty. We simply went to lectures
old stuff, that they are just as much inter-

ested in their work as any of their sisters compelled us to go, and that,
past or present, and that their ranks are | whole, regularity of attendance had been

made up of the most serious, the most proved a chief factor in the enjoyment of
ambitious, the leaders among college

women. | discretion in the matter of attendance

was a privilege not to be lightly abused.
‘A cut rule was something we particularly
_wished to avoid. Public opinion was se-
vere on the individual who did anything
which might draw a cut rule down on us,

I have not the statistics of attendance
|in those years; it may be that we ex-

NOTICE



Single copies of “The College News”
will be on sale between 2 and 3 o'clock
in the Christian Association Library.

‘with the pleasant feeling that nothing |
on the)

a course, in fact, that the use of our own |



| ceeded the official number of cuts. But,
/as I remember, we did not wish to cut,
even while we appreciated being free to
'do so. Is the fear of a cut rule no longer
‘the strong deterrent it used to be? Or
|does not the present undergraduate con-
| sider that the value of most courses lies
‘in regularity.-of attendance? Would it
not be possible to institute a period of
| probation, during which time the indi-
vidual offender might be severely dealt
‘with? In this probation period the un-
|dergraduates might be given a chance to
|profit by the warnings of last summer,
and to acquire anew the habit of regular
sitsateneat :

| JANE SMITH.

PROF. FREDERICK A. CLEVELAND

“Frederick Aldrich Cleveland, Professor .
‘of Modern «European History at Bryn
Mawr College, died yesterday from tuber-
culosis at Saranac Lake, N. Y., in his
thirty-ninth year. Professor Cleveland
was born in Palmyra, N. Y., and was the
son of ‘the late Frederick E. Cleveland, a
‘lawyer of this city, and Mrs. Catherine
Sexton Aldrich Cleveland, of Palmyra,
who survives him. He was graduated
from Cornell University, from which he
received the degree of B.A. in 1899. Dur-
ing his college career he was one of the
‘editors of: ‘The Sun,’ ‘Widow,’ and ‘Lit-
erary Monthly.’ Professor ‘Cleveland
was a member of the fraternities of Alpha
Delta Phi and Phi Beta Kappa. From
| 1900 until 1904, he was a member of the
staff of ‘The Evening Mail,’ and was in
business in this city. Professor Cleveland
|did graduate work at Cornell, Freiburg,
_and Harvard Universities from 1907 until
He is
survived by his wife and two daughters.”
—‘The New York Times,” Friday, Octo-
ber 16, 1914.

+4911, when he went to Bryn Mawr.



A Tribute to Mr. Cleveland

The death of Mr. Cleveland cannot
mean so much to those who did not know
him in his College work. He was. not
| here long and many people did not study
""under him. Yet to those of us whose
| good fortune it was to be in his classes,
the news of his death comes with tragic
|'suddenness. He was perhaps one of the
‘most thoroughly popular’ professors
jamong his students. Many of us had
|cherished the hope that he would return
to resume his position here.

The service that Mr. Cleveland ren-
|dered by his efficient work remains, fos-
tered by the rare inspiration he gave his
;students. What we have lost, and what
we try now to recaJl, is the man. He had
a certain simplicity and frankness, min-
gled with a shy geniality that was delight-
ful. His whimsical vein of talk and his
‘dry wit made his lectures alive. Always
emphatic, he never failed to add droll
side-lights; always accurate, he never
lost the charm of picturesque language.
He was a scholar and an historian; but
he was first of all a man whose life we
are glad to remember. ‘
»

THE COLLEGE NEWS



CURRENT NUMBER OF THE
“TYPN O’BOB”

Reviewed by Christine Hammer, '12

The -first issue of “The Tip” for the
- year 1914-1915 has just come into my
~ hands. As an alumna who knew “The
Tip” in her day as a diversely conveni-
ent college “organ,” I want to send
through “The College News,” the new
college “organ,” a short notice in regard
to “The Tip.”~ By its editorial confes-
sion “The Tip” admits this year to be
a crucial one in its career, for its “raison
d’etre” is to be tested by apparent com- |

petition. | should like to say here that
I believe



s “raison d’etre” will be posi-
tively established, for (I quote “The Tip” |
editorial) “ideas literary or —_—
humorous or serious, whether form
of story or verse’ should prove accep-
table to the College, if the contents of |
the present number of ‘The Tip’ may be

taken as typical in their “readableness,

and interest.”

The editorial, for example, is readable, |
except for an occasional curious lapse,
such as “fortuitous career,” either of edi-
torial vocabulary or of proof-reading. It.
is a frank statement of the possible pre-
eariousness of the _ situation in which
“The Tip” finds itself at the moment, and
by its very frankness is a spirited chal-
lenge to the friends of “The Tip” to rally
to its support.

“The White Papers” gives interestingly
a timely comparison of the pre-war com-
munications of England and Germany
with other European nations. The writ-
er’s emphatic assertion, that the German
White Papers were ‘tremendously inter-_
esting [to her] as an exposition of the

‘German point of view, [making her] won-
der whether Germany’s fears may not be
well founded,” should rouse those who do
not already know the papers to pass judg-
ment for themselves.

“The Broken Step” does consistently
what it sets out to do: tells a mystery
story. The proper atmosphere is rather.
well given both by the general setting
and by the specific detail.
osity is adequately stimulated. by the
opening situation; is carried successfully
through several obscurities; and _ is
finally completely satisfied by the grue-
some solution.

The poem, “Brighidin Mavrone,” has,
very appropriately, the incisiveness, the
compactness, the héeigtened power of sug-
gestion of the old English ballads. Its
technique, however, is not beyond re-
proach. For example, the point of view.
is quite unnecessarily confused, being
successively that of three different peo-
ple; first that of the lover (‘Bridget my
sorrow’); then that of a mere spectator
(‘her beauty’); lastly that of a dramatis
persona addressing the lady - (“you

One’s curi-—



walk”). However, if the first point of
view, that of the lover, were consistently
kept, the first line of the third stanza
would read: —

“My sisters wrap me ina shroud.”

“Pages from a Munich Diary” seems to
me excellent for its
imaginative reflection of the temper of
the German people in the early days of
the war: of their. first, brief, excited
gaiety; then of their puzzled, silent
amazement; of their final sorrowful, re-
solved loyalty. :

The review of “The Secrets of the Ger-

-man. War Office” exhibits the disadvan-

tages of an all-embracing “sense of the
serious,” a sense seriously recommended
in College Convictions!

In concluding, I speak in a riddle: “Is
the College yet reduced to ‘giving up the
salad course’?”

VARSITY-PHILA. C. C. GAME

Varsity was defeated by Philadelphia
Cricket Club, 4-3, last Saturday.
Varsity _line-up_was:—R.-Tinker, M. Mor-
gan, H. Chase,. D- Alexander, G. Emery,
V. Litchfield, M. Branson, W. Weaver, M.
Thompson, J. Pauling and F. Curtain.
For the first ten minutes there was hard

playing around. Varsity's goal, resulting |

in two, goals for Philadelphia. After this
Varsity picked up and Alexander scored
a goal. Varsity showed a decided im-

provement over last week and had more |

fighting spirit, but lacked speed and as-
surance.

ran the Varsity halfbacks. Often Mor-

gan, Tinker and Emery, making long |

dribbles down the field, thrilled the side-

lines in €xpectation of a goal, but the ball)

was usually lost at the crucial moment.
Noticeable for its success was Philadel-

phia’s defence formation, the goal and
fullbacks forming an almost impassable

barrier. Varsity’s defence was, on the
contrary, very feeble.
Varsity showed more determination, and
Philadelphia was held in check. Litch-
field played a hard and steady game
throughout. H. Harris was called upon to
play. Alexander and Morgan made a
goal each, bringing the final score to 4-3.

GRADUATE NEWS

The Graduate Department held its an-
nual elections this week. The results
were as follows: M. Franklin, permanent
president; D..Brown, vice-president; E.
Deems and L. Trevvett were elected to
the position of graduate members of the
Administrative Board of Self-Government.
It was voted that the Graduate Depart-
ment should join the Undergraduate As-
sociation in its work for the Red Cross.
The committee to take charge of this
work has not yet been appointed.

sympathetically’

The |

The Philadelphia forwards out- |

In the second half |

ATHLETIC ASSOCIATION

President.—Students who are ‘‘B’s” and
are not satisfied with their rating may be
|re-examined on application to I. Zeckwer.
| Students taken “off the Sports List” may
not take part in any Athletic Association
|sport until put “on the Sports List” by the
‘same doctor who took them off it. Stu-
dents put back on the Sports List go back
on the same standing they had before
| they were put off it.
| Athletic Board.—President Thomas has
‘told the Board that the pool will be em-
| ptied and cleaned once a week during au-
| thorization and water polo at the expense
,of the College.
Indoor Manager.—During authorization
'on Tuesdays and Thursdays at 9 p. m.,
/no one may enter the pool except those
'who are being authorized. Non-residents
/who wish to be authorized may have spe-
| cial appointments on application to E.,
Dessau.

Hockey Captains and: Managers

1915—1st Team. R. Tinker (capt.), M.
|Morgan (man).

2d Team. E. Dessau (capt.), C. Taber
| (man).
|. 3rd Téam.
Creery (man).

1916—1st Team.
F. Kellogg (man).
| 94 Team: . 1.
'VanHorn (man).

8rd Team. L. Garfield (capt.), E. Tin-
ker (man).

1917—Ist Team. M. Thompson (capt.),
M. Scattergood (man). :

2d Team. E. Holcombe (capt.), G. Ma-
lone (man).

3rd Team. EE. Hemenway
Cassellberry (man).

1918—1st Team.
M. Bacon (man).

2d Team. M. Allen (capt.).

3rd Team. J. Hemenway (capt.).

Archery—It is hoped that many people
| will become expert in archery and enter
the National Tournament in Chicago this
summer. The class presidents have ap-
/ pointed the following managers to inspire
| their classmates to try their skill in this
newly introduced sport: M. Thompson,
1°16; BE. Kelley, °16;. L. Otis, °17; M.. Cor-
dingly, ""18,

Miss Wesson will teach archery Mon-
| days,.3-4; Wednesdays and Fridays, 3.15-
3.45.

O. Erbsloh: (capt.), V. Me-

M. Branson (capt.),

Dillingham (capt.), A.

(capt:);-€;

D. Alexander (capt.),

~

OSOPHY CLUB

At the first meeting of the Philosophy
Club it was decided that the subject for
discussion this year will be the psychol-
ogy of religion. This discussion will be
based on Dr. Leuba’s book, ‘The Psychol-
ogy of Religion.” It was also decided to
hold these meetings once a week instead
of once every two weeks as before."
,,
